symbol	chrom	start	length	strand	score	exons
MIP	chr12	56449501	5156	-	85	0,1964,1606,81,438,165,498,404
MIPEP	chr13	23730188	159260	-	23	0,257,26099,74,3477,122,45732,120,3780,75,26315,110,1202,205,1892,78,1608,154,17371,53,3389,61,1778,49,5102,157,564,183,4650,64,4358,87,2344,89,4545,174,2625,317
MITF	chr3	69739434	228903	+	288	0,267,23854,137,118,132,30444,129,44078,39,27591,123,12787,250,57216,156,1066,228,302,714,32,84,2054,96,7719,118,2643,75,4568,76,2742,148,5426,3491
ATXN3	chr14	92058551	48070	-	244	0,5863,6520,119,8361,54,1484,109,1238,167,659,133,154,91,5226,88,4434,67,427,86,2261,45,536,165,9690,93
MKI67	chr10	128096660	29544	-	711	0,2595,2002,444,877,6845,954,156,1111,172,110,119,87,313,981,176,1325,1080,483,46,2716,67,3561,116,94,79,2406,181,342,106
MKLN1	chr7	131110095	386544	+	32	0,112,32612,122,184894,162,47426,70,11626,143,1621,89,8294,110,1861,196,11872,78,3261,66,14322,113,8639,213,5483,222,2071,130,17313,148,929,115,1867,140,4426,103,7678,55,8929,9033
ASCL1	chr12	102957673	2843	+	93	0,1329,359,1155
MLF1	chr3	158571163	35297	+	36	0,228,11264,274,5922,73,3509,148,800,45,3435,84,1134,129,1805,160,2633,133,2157,1364
MLH1	chr3	36993349	57497	+	921	0,541,939,124,1665,91,446,145,3654,99,3347,74,2516,73,1750,92,2914,43,148,89,2332,113,2961,94,2710,154,5173,371,2776,149,11253,109,1973,64,5187,165,833,93,294,114,1468,361
MAP3K9	chr14	70722525	86646	-	22	0,8339,1674,804,414,42,587,113,1462,69,2215,154,1499,267,2186,241,6237,176,928,149,10920,181,4259,46,17735,230,17214,414,7685,406
MAP3K10	chr19	40191743	23832	+	39	0,970,5661,181,5929,149,487,176,614,247,2945,117,3585,172,99,113,328,705,748,606
MLN	chr6	33794671	9345	-	31	0,164,667,103,3499,117,1825,124,2782,64
MAP3K11	chr11	65597754	16495	-	89	0,874,765,375,5992,92,93,136,609,114,465,244,127,176,105,149,197,181,4569,1232
KMT2A	chr11	118436489	90335	+	470	0,455,31830,70,2817,2654,2489,178,984,235,1972,65,1476,378,329,74,1687,132,547,114,3638,147,1031,96,241,121,946,123,425,185,1128,174,1057,111,295,74,932,194,367,107,1568,138,296,159,774,118,414,79,1073,161,524,186,540,4249,882,81,1526,65,747,171,1832,75,7592,175,164,108,737,84,402,130,479,4928
MLLT1	chr19	6210380	69568	-	59	0,2790,166,72,317,72,141,100,2366,109,1440,88,4079,564,4292,126,3467,144,31514,83,8268,181,9013,176
AFF1	chr4	86935001	206053	+	84	0,239,13257,74,58416,437,38741,121,408,900,36525,45,5819,87,1722,37,3085,55,10658,55,125,38,2313,157,6051,933,9737,107,955,238,689,92,525,61,3379,137,573,72,406,138,2062,224,885,5475
ACHE	chr7	100889993	6140	-	201	0,342,380,373,80,170,995,485,346,1091,1546,170,87,75
ASCL2	chr11	2268497	2455	-	31	0,629,606,1220
MLLT3	chr9	20341664	280879	-	80	0,4910,6950,72,1211,72,5862,100,2634,130,2063,76,47976,705,33697,144,8437,83,163867,181,938,215,257,299
AFDN	chr6	167826563	145459	+	107	0,674,397,298,36618,196,5636,116,1715,164,2957,161,4864,158,8697,112,1535,168,2832,45,2971,95,1232,263,3849,70,4784,119,3811,62,121,206,1913,21,744,146,330,95,429,266,1655,144,1502,199,3922,104,2045,87,18037,66,207,74,465,119,2647,195,951,92,348,186,2707,1002,10245,2681,643,289,3068,85,583,2241
MLLT6	chr17	38705619	24184	+	23	0,122,1208,80,456,55,222,110,1300,104,205,94,2271,168,676,99,2822,217,538,615,450,182,231,109,1563,67,166,146,476,198,89,89,1130,350,450,91,1851,357,580,4247
FOXO4	chrX	71096148	7386	+	101	0,833,3702,1057,336,1458
NR3C2	chr4	148078763	365935	-	229	0,2736,32604,158,5896,131,32180,145,1937,351,39844,117,65115,140,174986,1759,5297,361,2005,173
TRPM1	chr15	31001060	160213	-	40	0,2010,23068,133,643,203,1214,145,894,21,1591,175,1531,252,2605,129,2036,132,201,123,1951,229,1604,293,3960,30,877,141,637,51,1435,135,899,174,9961,101,797,73,1064,124,415,175,2783,172,815,125,691,214,1298,836,6678,80,4368,86,20218,70,59179,368
MME	chr3	155024123	159606	+	293	0,201,55322,110,159,86,9,456,3691,170,731,36,4739,667,24493,162,1323,81,104,96,108,119,1759,66,19290,135,1954,102,1698,137,109,94,1112,129,787,99,2686,81,1325,104,11736,59,6453,120,1470,134,106,66,3319,96,323,77,7747,3370
MMP1	chr11	102789909	8326	-	886	0,612,181,104,526,163,1109,134,2435,118,160,156,1056,126,224,149,93,245,487,248
MMP2	chr16	55478829	27862	+	1684	0,136,203,464,365,58,477,65,959,322,1030,227,880,149,1134,129,176,174,2765,174,934,174,1976,156,1201,136,3632,137,1226,160,4330,110,2450,1353
MMP3	chr11	102835796	7893	-	687	0,430,1071,104,1149,160,399,134,864,145,176,165,1560,126,151,149,92,245,525,248
MMP7	chr11	102520507	10246	-	426	0,297,2435,162,1534,129,2459,149,84,227,2609,161
MMP8	chr11	102711794	13160	-	209	0,1663,296,104,698,154,594,134,864,118,1994,162,2825,126,87,149,666,245,317,91,1672,201
RGS21	chr1	192316991	50293	+	4	0,114,25871,71,4265,77,4657,167,13707,1364
ASTL	chr2	96123849	14587	-	11	0,422,5552,155,85,82,2394,182,703,118,422,94,1292,62,2162,126,681,55
LHX8	chr1	75128433	33100	+	28	0,175,1617,507,4149,73,1648,87,410,162,3723,122,2011,221,506,104,4638,96,8210,184,3742,715
MMP9	chr20	46008907	7654	+	2643	0,157,801,233,384,149,290,129,92,174,257,174,389,177,113,156,672,280,122,140,327,151,96,104,1775,312
MMP10	chr11	102770501	10127	-	104	0,392,1118,104,731,160,2181,134,958,145,187,165,1847,126,463,149,142,242,741,142
ASGR1	chr17	7173430	6134	-	62	0,403,127,107,70,152,84,87,2369,72,79,96,133,117,1167,95,601,375
MMP11	chr22	23772818	11498	+	76	0,160,6208,230,942,144,79,134,143,242,92,217,816,258,927,906
MMP12	chr11	102862728	12306	-	179	0,472,945,107,1523,160,379,134,821,124,514,162,3524,126,84,149,912,248,1723,199
MMP13	chr11	102942991	12743	-	304	0,1375,1279,104,2141,160,974,134,951,118,1784,162,1982,126,176,149,645,242,92,149
MMP14	chr14	22836532	11067	+	493	0,393,4565,149,273,123,374,308,539,162,291,161,500,139,120,151,470,116,341,1892
SLURP2	chr8	142764337	5491	-	11	0,404,294,105,4614,74
MMP15	chr16	58025565	21335	+	38	0,947,10959,149,645,129,1480,308,354,162,918,254,360,139,840,151,151,116,1379,1894
MMP16	chr8	88037231	290257	-	60	0,4564,4873,116,9343,151,18326,139,41763,212,1981,162,48807,305,18502,123,10559,149,129768,414
MMP17	chr12	131828392	23379	+	33	0,261,9541,133,284,130,1831,284,767,177,2196,85,1036,83,96,153,4352,258,865,847
MMP19	chr12	55835429	7554	-	64	0,1945,180,128,160,165,492,235,761,246,925,216,223,131,1116,86,305,240
ALDH6A1	chr14	74057664	26829	-	25	0,3082,4075,99,260,180,1344,182,493,190,1290,122,2213,466,235,79,228,162,172,75,2343,63,9329,147
ASGR2	chr17	7101321	13490	-	45	0,419,349,107,4803,152,79,87,518,72,554,96,199,132,5228,282,216,197
MN1	chr22	27748276	53222	-	42	0,2820,45666,4736
MNAT1	chr14	60734740	233940	+	101	0,211,61265,153,1717,74,10164,104,3558,141,6594,126,60866,122,88393,452
MNDA	chr1	158831302	18202	+	32	0,255,10576,285,860,137,539,168,1464,417,1724,189,1273,315
MNT	chr17	2384059	16905	-	35	0,3590,207,193,5993,112,150,42,528,580,5185,325
MOBP	chr3	39467572	61925	+	23	0,168,12299,84,21942,210,187,564,10356,2621,8239,84,117,5054
MOCS1	chr6	39904257	30294	-	31	0,2860,1922,63,732,121,2308,111,517,113,312,112,345,62,2232,165,9445,168,1483,388,6309,198,71,257
MOCS2	chr5	53095678	14094	-	30	0,2989,1743,124,824,151,587,128,4852,145,1300,122,607,522
ASIP	chr20	34260364	8978	+	41	0,170,2297,62,6097,352
MOG	chr6	29656980	15392	+	76	0,317,2021,348,6485,114,1377,21,240,21,2249,48,59,117,303,1672
MOS	chr8	56112941	1041	-	35	0,1041
MOV10	chr1	112674311	26435	+	82	0,418,102,218,11916,141,1221,811,276,236,189,259,1566,135,961,169,1088,155,280,177,119,148,519,159,573,104,185,98,95,217,1147,118,175,192,236,75,895,126,83,89,236,122,75,331
CD200	chr3	112332572	30239	+	113	0,129,245,278,2380,413,4884,82,3978,327,2269,273,1881,321,11510,1269
ASL	chr7	66075788	17554	+	43	0,305,5709,195,370,84,428,57,140,98,3410,78,81,78,512,53,342,63,1015,115,169,85,100,60,276,84,2310,81,470,107,104,575
MPG	chr16	77018	8833	+	89	0,107,1044,164,805,193,93,276,3351,205,2144,451
MPI	chr15	74890004	9453	+	33	0,85,348,217,724,201,1081,142,335,183,2831,174,685,209,292,1946
MPL	chr1	43337803	16661	+	194	0,124,171,133,310,179,550,299,394,163,260,127,5931,185,162,143,1908,160,260,97,2856,88,214,1947
MPO	chr17	58269855	11080	-	573	0,1008,791,238,855,171,495,256,1872,161,2124,319,862,207,82,130,96,124,192,176,351,94,145,331
MPP1	chrX	154778683	26844	-	41	0,670,1885,75,286,203,1624,81,520,81,942,107,1046,197,3553,69,960,86,700,79,294,144,7459,149,5378,256
MPP2	chr17	43875358	34353	-	22	0,2625,1291,129,378,203,706,162,237,69,85,106,108,132,694,228,391,150,150,153,728,72,14106,119,2090,163,650,279,2867,64,1586,72,1061,730,1599,170
MPP3	chr17	43800798	32396	-	23	0,1079,7078,123,1728,109,196,94,2805,81,105,447,1394,42,597,21,1348,65,2631,317,2872,75,1750,86,1909,82,1821,138,235,105,1112,78,237,119,204,156,39,175,509,59,281,94
MPST	chr22	37019641	10181	+	22	0,231,3879,176,264,619,4405,607
MPV17	chr2	27309491	13611	-	38	0,490,1917,53,262,33,247,96,90,93,221,116,9338,75,529,51
MPZ	chr1	161304734	5238	-	149	0,1243,130,61,160,136,243,214,336,167,2414,134
MRC1	chr10	17809342	101820	+	95	0,184,13547,402,4066,174,5959,165,6853,114,4482,147,4143,186,3202,158,3117,111,5034,116,2031,149,2879,200,3484,128,474,88,1046,145,1657,42,1264,164,2646,68,1753,101,703,146,396,115,4087,167,8774,103,3721,233,2521,166,1019,150,4763,114,534,165,1607,42,867,948
MRE11	chr11	94417300	76608	-	307	0,2881,9729,76,5845,68,1277,59,8574,84,1325,220,8837,63,3069,174,1354,101,3076,127,3573,81,2577,172,931,186,4529,115,2331,142,797,88,6162,161,4748,133,1816,125,777,225
ABCC1	chr16	15949576	193497	+	342	0,223,58016,177,1783,126,4589,138,1867,126,16487,62,3301,132,7846,231,1155,178,2128,162,4420,93,3275,204,11860,147,3339,88,4596,76,2950,127,3887,177,3281,168,3413,184,12038,91,4020,136,4501,208,3183,311,6898,200,2614,127,894,102,5877,147,2414,159,1969,167,1719,195,2614,1901
ASMT	chrX	1595454	47627	+	31	0,78,19515,221,7870,175,955,130,3304,69,2049,119,2764,84,362,141,3147,123,6242,279
KLK14	chr19	51077493	6717	-	37	0,27,453,186,655,137,497,254,1829,172,871,62,85,135,1279,75
KLK12	chr19	51029091	5801	-	26	0,366,1330,134,954,260,1844,160,445,56,154,98
ASNA1	chr19	12737458	10866	+	54	0,208,844,148,6718,149,83,151,1437,108,90,198,380,352
KRTAP5-5	chr11	1629802	1127	+	2	0,1127
MXRA7	chr17	76673649	37356	-	9	0,4053,1866,1311,2967,81,1144,94,2947,551,6,218,20610,100,1007,401
LINC01555	chr1	84628229	6791	-	2	0,2658,722,137,3185,89
THAP7-AS1	chr22	21001921	8453	+	2	0,908,88,355,5394,1708
LOC439933	chr4	36244115	30100	+	1	0,96,960,139,3171,125,7911,144,3175,193,12917,102,186,981
LINC00575	chr4	82613112	8325	-	1	0,272,487,223,798,189,6130,226
C5orf17	chr5	23951347	226918	+	2	0,456,24193,54,1730,142,2014,905,196995,429
FER1L6-AS1	chr8	123984137	56645	-	2	0,1636,18416,43,9361,117,572,192,1398,170,24583,157
PRKCQ-AS1	chr10	6580424	4937	+	4	0,503,1210,64,1474,1686
CELF2-AS2	chr10	11071540	33948	-	2	0,154,115,1066,2072,388,20966,121,862,125,662,403,6994,20
LINC00857	chr10	80207709	11948	+	3	0,522,9787,1639
LINC00863	chr10	87342410	14892	+	2	0,1164,862,59,10124,278,193,335,512,1365
IFIT1B	chr10	89378055	7150	+	6	0,85,5178,1887
ASNS	chr7	97852116	76446	-	79	0,352,591,156,89,82,1193,101,672,107,1230,127,1461,128,448,102,257,186,4860,238,4411,272,598,36,1905,447,185,192,55539,481
KRTAP5-2	chr11	1597176	1118	-	3	0,1118
KRTAP5-6	chr11	1697194	561	+	3	0,561
TMEM41B	chr11	9280654	34114	-	18	0,2939,2861,139,1108,105,635,94,6556,296,4196,118,14619,448
LOC440028	chr11	9754769	4764	-	2	0,2129,868,77,1585,105
PAX6-AS1	chr11	31816565	70476	+	2	0,74,68654,81,166,1501
LOC440040	chr11	49558527	251890	+	1	0,188,17330,861,206916,250,7902,85,15595,23,860,98,1106,676
TRIM51HP	chr11	55293702	4530	-	1	0,54,965,23,487,459,1788,97,283,374
SLC22A20P	chr11	65213839	28918	+	8	0,414,72,104,3105,154,3307,169,1308,124,868,116,9569,215,3044,109,167,204,5101,768
KRTAP5-7	chr11	71527266	898	+	2	0,898
KRTAP5-11	chr11	71581854	1021	-	2	0,1021
CASP1P2	chr11	105062601	8929	-	1	0,1469,1401,144,395,235,4358,315,580,32
CARD17	chr11	105092468	8963	-	4	0,116,6778,59,1091,267,628,24
LINC00167	chr11	130002623	2863	+	2	0,2863
IQSEC3	chr12	66882	111577	+	8	0,554,9939,337,21433,69,26418,280,12354,1088,1769,162,15739,123,380,167,4231,140,1428,126,1814,100,195,162,3122,93,2006,50,85,82,3270,3861
ZNF705A	chr12	8172553	7493	+	2	0,84,1688,127,775,96,536,83,1056,3048
FAM66C	chr12	8180208	20792	+	3	0,544,6979,494,246,174,4874,136,547,279,231,84,1460,262,3189,1293
DDX12P	chr12	9417690	30482	-	5	0,1009,75,155,182,79,298,85,407,101,91,83,259,150,723,104,326,73,2637,113,830,132,113,109,257,39,1512,68,120,45,1266,80,348,47,981,153,1625,209,394,88,251,108,679,46,2806,158,298,87,521,249,5275,148,4299,191
LOC440084	chr12	11430209	56469	-	2	0,255,1017,81,3429,167,50890,103,412,115
SMCO3	chr12	14804649	9533	-	9	0,2047,7429,57
H3F3C	chr12	31791184	1057	-	17	0,1057
DBX2	chr12	45014755	36344	-	4	0,1863,7088,188,12124,96,14410,575
FLJ12825	chr12	54058253	63981	+	2	0,311,60039,3631
TMEM198B	chr12	55829607	6639	+	3	0,218,134,1124,173,93,1521,671,1309,1396
PLEKHG7	chr12	92736488	35604	+	3	0,89,800,144,3331,96,542,102,3885,114,8498,175,1560,116,357,94,5360,80,2209,154,4788,98,1007,2005
LINC02372	chr12	126869493	5197	-	2	0,1069,2763,179,952,234
FZD10-AS1	chr12	130151592	10086	-	2	0,2006,874,219,660,431,4874,1022
LINC00544	chr13	29936530	13958	+	1	0,171,500,80,624,104,9593,169,2545,172
LINC00545	chr13	30882561	834	+	2	0,98,434,302
ALG11	chr13	52012386	17258	+	12	0,76,6450,231,4862,932,3381,1326
MZT1	chr13	72708356	19444	-	11	0,1989,8606,146,8426,277
OR11H12	chr14	18601116	981	+	1	0,981
RNASE13	chr14	21032819	1966	-	7	0,1477,359,130
LOC440173	chr9	87008450	33676	-	2	0,1760,31660,256
CCDC196	chr14	66486370	12183	+	2	0,182,104,153,1350,97,730,51,1704,78,201,84,502,79,367,142,617,89,3926,41,1241,59,185,201
CCDC88C	chr14	91271322	146522	-	30	0,2331,4268,290,1026,69,2150,69,1803,189,5587,239,1651,90,3088,146,2986,187,2435,144,3630,278,1786,162,1111,189,1124,142,1366,128,3093,1071,1499,138,5332,185,3474,145,986,147,11948,159,325,82,707,185,421,141,2355,84,1135,59,15984,70,48947,109,7970,101,792,214
CXADRP3	chr18	14477954	20752	-	1	0,1439,11131,56,8011,115
NF1P2	chr15	20916691	12605	-	3	0,106,3614,146,1227,111,1272,89,1272,40,2038,166,2096,208,120,100
NF1P2	chr15	21490363	12634	-	3	0,106,3636,146,1230,111,1272,89,1274,40,2040,166,2096,208,120,100
NF1P2	chr15	21927656	12622	-	3	0,106,3635,146,1218,111,1272,89,1275,40,2040,166,2096,208,120,100
GOLGA6L22	chr15	23127065	207145	-	3	0,1748,656,925,197444,320,653,142,330,59,1378,107,95,94,88,51,1085,129,1646,195
HERC2P9	chr15	28654441	30823	+	8	0,14,817,148,375,231,1160,139,1297,144,4611,143,3675,268,97,137,559,99,3104,174,97,126,2031,140,7768,48,2285,1136
WHAMMP2	chr15	28737582	20780	+	4	0,603,2924,174,3465,151,697,159,224,170,1560,166,3612,187,2794,87,258,3549
GOLGA8B	chr15	34525282	58288	-	10	0,2552,87,156,111,101,82,101,134,144,267,257,387,88,217,108,107,87,1000,110,96,85,88,48,265,39,846,1328,1691,157,1322,304,7210,96,424,49,1508,48,4155,139,1618,197,653,212,27509,89,1961,55
EIF2AK4	chr15	39934123	101473	+	77	0,216,5165,113,3765,103,5630,153,4635,81,1635,149,6015,116,3786,158,1500,536,5028,107,577,158,2664,431,1233,70,7657,84,2094,123,2167,105,1797,55,539,80,4115,102,1665,54,2203,237,1488,76,404,122,3701,50,961,169,1418,117,1550,66,5155,171,435,135,1850,108,1698,129,1491,87,3371,113,3316,59,894,98,1712,69,519,45,1524,119,582,570
CATSPER2P1	chr15	43735947	10351	-	5	0,1061,7386,174,453,149,877,251
UNC13C	chr15	53978179	650429	+	11	0,748,33720,3239,127131,23,579,65,91345,83,2504,74,12534,220,13723,228,959,142,28398,170,3746,116,2283,164,21565,157,9947,69,1655,90,4504,129,54558,134,21800,86,79540,127,5344,97,659,144,6138,78,4558,78,13718,89,7279,150,13655,124,2789,57,5740,81,12287,148,54379,93,1375,160,2873,1781
UBL7-AS1	chr15	74461264	20028	+	3	0,834,3937,95,12929,219,1342,294,136,242
GOLGA6L9	chr15	82429979	9407	+	4	0,184,619,112,935,120,622,60,185,81,664,88,384,569,266,61,1037,103,209,3108
DNM1P41	chr15	84502574	4447	+	1	0,4447
DNM1P41	chr15	84166546	4438	-	1	0,4438
TTLL13P	chr15	90249531	9557	+	2	0,277,811,268,666,41,1654,119,2387,131,255,157,840,144,355,86,315,232,473,346
LOC440311	chr15	94855362	1702	+	1	0,1702
SMIM22	chr16	4788396	8095	+	2	0,375,6180,125,301,72,265,144,89,101,141,302
NPIPB4	chr16	21834562	23194	-	2	0,3182,1360,36,109,61,4075,196,112,100,3619,129,9717,158,153,187
LOC440346	chr16	22374886	3294	+	2	0,337,103,234,2580,40
NPIPB15	chr16	74377951	14163	+	1	0,88,3476,183,3643,100,112,196,4075,61,109,36,1360,724
SNX29P2	chr16	29302286	62773	+	2	0,102,9961,240,8338,168,5251,137,2078,63,27162,182,3296,71,1914,246,3188,376
NPIPB12	chr16	29483533	22341	-	1	0,2300,1360,36,109,61,4067,196,112,100,3604,129,9865,158,163,81
NPIPB12	chr16	30222873	22982	-	1	0,955,113,126,139,522,378,697,1360,36,109,61,4070,196,112,100,3603,129,9874,158,163,81
SMG1P2	chr16	29545010	68707	-	5	0,440,715,102,2270,225,2426,173,1724,98,1232,73,378,126,3672,214,1278,59,1299,137,3699,156,579,164,3021,58,25558,206,18010,615
CDIPTOSP	chr16	29863682	4371	+	3	0,48,103,171,299,88,336,148,284,78,118,87,2421,190
YBX3P1	chr16	31567766	1758	-	1	0,1758
CTRB2	chr16	75204095	3079	-	9	0,227,450,134,426,181,228,79,92,80,97,104,896,85
RNASEK	chr17	7012416	2117	+	15	0,345,557,217,130,77,402,389
CCDC144NL-AS1	chr17	20868432	36798	+	6	0,253,23544,203,9785,3013
TBC1D3P5	chr17	27418004	13619	+	1	0,91,1013,155,277,73,156,84,1137,151,486,621,308,110,1274,49,1484,95,390,66,435,100,3176,669,400,819
SUZ12P1	chr17	30709607	83223	+	5	0,204,25085,47,89,65,8203,69,16121,49,6963,86,2245,231,807,179,6246,133,8353,110,2546,223,2976,2193
LOC440434	chr17	36274196	46491	+	6	0,87,23025,78,9910,66,3312,108,2654,246,401,97,128,34,852,115,3407,165,1074,105,426,201
LOC440434	chr17	38195739	61510	-	6	0,201,426,105,1074,165,3394,115,852,34,132,97,401,246,2653,108,3308,66,9929,78,23077,85,14612,352
GPR179	chr17	38325609	18201	-	7	0,5922,1719,147,535,106,665,139,190,239,319,110,375,69,833,236,419,88,1696,109,3470,815
LINC02072	chr17	51336714	5857	+	1	0,1206,1686,118,1526,1321
TBC1D3P2	chr17	62264705	10950	-	3	0,923,981,153,370,99,463,66,384,95,713,121,543,49,1304,57,330,108,443,81,482,40,1285,86,162,73,1428,111
PLEKHM1P1	chr17	64784840	52344	-	3	0,527,1199,158,523,64,5037,194,4721,146,2590,918,3912,271,16666,286,201,140,6767,89,7806,129
ARHGAP27P2	chr17	68198659	1643	+	1	0,1643
BAIAP2-DT	chr17	81029132	5587	-	3	0,4266,1166,155
ANKRD20A5P	chr18	14179096	47954	+	5	0,501,4054,115,162,174,3902,107,1064,138,2548,56,6541,31,2642,70,3946,85,2817,29,92,72,5970,71,4071,164,1393,181,1171,535,3874,1378
HSBP1L1	chr18	79964581	6241	+	5	0,205,1825,67,1410,95,2256,383
PLIN5	chr19	4522530	12666	-	17	0,1555,877,114,556,200,3240,181,530,83,1760,196,2192,81,1069,32
CLEC4GP1	chr19	7787483	3529	+	2	0,76,310,109,329,148,340,105,308,96,191,148,116,1253
ZNF506	chr19	19792710	29041	-	5	0,2950,10370,96,815,127,14532,151
ZNF724	chr19	23221598	28792	-	2	0,2420,7247,96,805,127,10295,122,7529,151
PSG8	chr19	42752686	12993	-	8	0,690,856,355,400,279,2735,279,5635,366,1236,162
LINC00982	chr1	3059616	8109	-	6	0,121,492,54,217,104,502,2949,16,231,3034,389
PRAMEF11	chr1	12824759	6651	-	3	0,744,1745,582,666,309,2550,55
PRAMEF6	chr1	12938471	9109	-	3	0,765,1747,582,666,309,4976,64
HNRNPCL2	chr1	13115487	1367	-	3	0,1094,211,62
UQCRHL	chr1	15807161	538	-	2	0,538
MICOS10	chr1	19596976	32845	+	23	0,133,3677,185,16286,79,4763,48,1326,110,1808,241,754,3435
SLC2A1-AS1	chr1	42959048	24310	+	1	0,529,10671,146,3579,215,8936,234
FAM183A	chr1	43147922	8474	+	4	0,162,2676,60,2007,104,3274,191
ZYG11A	chr1	52842510	52065	+	6	0,463,11491,166,2367,752,2981,141,3109,177,2345,65,971,100,88,51,9904,162,81,45,3501,195,4167,62,1061,98,5728,1794
LINC01761	chr1	95474736	4620	+	1	0,439,138,61,1369,237,358,2018
RBM15-AS1	chr1	110286375	52796	-	2	0,2196,3815,121,26257,118,20114,175
CYMP-AS1	chr1	110487679	2579	-	2	0,2228,228,123
BCL2L15	chr1	113876813	10734	-	11	0,4327,632,225,4539,122,590,299
NUDT4B	chr1	146297990	3650	+	3	0,3650
NUDT4B	chr1	148748773	3650	+	3	0,3650
HIST2H3PS2	chr1	143897845	8129	-	28	0,6745,964,420
HIST2H2BF	chr1	149782688	29685	-	27	0,572,28618,495
ETV3L	chr1	157092042	7766	-	2	0,1085,4740,121,717,190,245,238,87,343
LRRC52	chr1	165544240	19708	+	9	0,678,18586,444
LOC440700	chr1	165698749	11213	+	1	0,96,2835,311,6583,205,585,598
LINC01720	chr1	190624889	176769	+	1	0,144,113404,73,53003,50,1942,91,6204,1858
RHEX	chr1	206052722	49737	+	8	0,543,44467,107,241,101,1473,144,1337,62,554,708
C1orf143	chr1	218510094	15884	+	2	0,93,13165,98,1956,572
TRIM67	chr1	231162927	58641	+	4	0,1086,33357,96,1580,123,978,111,1099,160,2349,146,2639,139,2156,304,4564,163,1397,6194
MAP1LC3C	chr1	241995489	3594	-	35	0,896,2128,107,155,56,119,133
LINC00851	chr20	18379048	2435	+	1	0,21,1709,705
P2RX6P	chr22	21042391	1858	-	1	0,23,1734,101
RIMBP3B	chr22	21383750	5416	+	3	0,5416
RIMBP3B	chr22	21545668	5416	-	3	0,5416
PIWIL3	chr22	24719033	55687	-	9	0,555,159,148,3234,126,1631,151,407,71,2434,104,123,225,5682,73,1551,185,13014,115,382,118,171,127,1567,112,2515,204,566,81,919,122,585,215,1202,132,1829,121,1889,83,345,215,7149,119,4532,399
MIAT	chr22	26657481	18996	+	26	0,173,5661,83,2058,1481,247,126,847,8320
SHISA8	chr22	41909535	5560	-	2	0,612,260,432,376,134,2788,958
